#,Pokémon,Pokémon (dt.),,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Average,Ability 1,Ability 2,Ability 3,TIER,POINTS,,,,Momentum,Voltwechsel,Kehrtwende,Rollwende,Teleport,Abgangstirade,Stafette,Trick Room,Tail Wind,Hazards,Tarnsteine,Stachler,Giftspitzen,Klebenetz,Removal,Auflockern,Turbodreher,Seitenwechsel,Recovery,Wunschtraum,Genesung,Ruheort,Synthese,Tagedieb,Mondschein,Morgengrauen,Dschungelheilung,Heilbefehl,Milchgetränk,Sandsammler,Weichei,Prios,Turbotempo,Überrumpler,Tiefschlag,Mogelhieb,Turbofelsen,Tempohieb,Patronenhieb,Wasserdüse,Eissplitter,Schattenstoß,Ruckzuckhieb,Grasrutsche*,Wasser-Shuriken,Vakuumwelle,Gigasauger/Diebeskuss*,Screens,Auroraschleier,Reflektor,Lichtschild,Min Speed Lv 50,Max Speed Lv 50,Min Speed Lv 100,Max Speed Lv 100,Pokemon zusammen,Pokemon klein for Tampermonkey,"""",Schreibweise für Tampermonkey,Nightbot
448,Mega Lucario,Mega-Lucario,,,FIGHTING,STEEL,70,145,88,140,70,112,625,"104,17",Adaptability,,,BANNED,BANNED,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,4,ja,,,,,,ja,,,,ja,,,ja,,,,,,105,180,206,355,LucarioMega,lucariomega,"""","[""pokemon"",""lucariomega""],",Mega-Lucario # 
308,Mega Medicham,Mega-Meditalis,,,PSYCHIC,FIGHTING,60,100,85,80,85,100,510,85,Pure Power,,,0,15,,,,1,,,,,,ja,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,2,,,,ja,,,,,,,,,,ja,,,,,,94,167,184,328,MedichamMega,medichammega,"""","[""pokemon"",""medichammega""],",Mega-Meditalis # 
376,Mega Metagross,Mega-Metagross,,,STEEL,PSYCHIC,80,145,150,105,110,110,700,"116,67",Tough Claws,,,BANNED,BANNED,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,ja,,,,,,,,,,,,,103,178,202,350,MetagrossMega,metagrossmega,"""","[""pokemon"",""metagrossmega""],",Mega-Metagross # 
150,Mega Mewtwo X,Mega-Mewtu X,,,PSYCHIC,FIGHTING,106,190,100,154,100,130,780,130,Steadfast,,,BANNED,BANNED,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,121,200,238,394,MewtwoMegaX,mewtwomegax,"""","[""pokemon"",""mewtwomegax""],",Mega-Mewtu X # 
150,Mega Mewtwo Y,Mega-Mewtu X,,,PSYCHIC,- -,106,150,70,194,120,140,780,130,Insomnia,,,BANNED,BANNED,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,130,211,256,416,MewtwoMegaY,mewtwomegay,"""","[""pokemon"",""mewtwomegay""],",Mega-Mewtu X # 
531,Mega Audino,Mega-Ohrdoch,,,NORMAL,FAIRY,103,60,126,80,126,50,545,"90,83",Healer,,,-80,7,,,,0,,,,,,,ja,,0,,,,,0,,,,1,ja,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,AudinoMega,audinomega,"""","[""pokemon"",""audinomega""],",Mega-Ohrdoch # 
127,Mega Pinsir,Mega-Pinsir,,,BUG,FLYING,65,155,120,65,90,105,600,100,Aerilate,,,0,16,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,99,172,193,339,PinsirMega,pinsirmega,"""","[""pokemon"",""pinsirmega""],",Mega-Pinsir # 
384,Mega Rayquaza,Mega-Rayquaza,,,DRAGON,FLYING,105,180,100,180,100,115,780,130,Delta Stream,,,BANNED,BANNED,,,,0,,,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,108,183,211,361,RayquazaMega,rayquazamega,"""","[""pokemon"",""rayquazamega""],",Mega-Rayquaza # 
460,Mega Abomasnow,Mega-Rexblisar,,,GRASS,ICE,90,132,105,132,105,30,594,99,Snow Warning,,,-60,5,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,ja,,,,,,,ja,ja,,,31,90,58,174,AbomasnowMega,abomasnowmega,"""","[""pokemon"",""abomasnowmega""],",Mega-Rexblisar # 
212,Mega Scizor,Mega-Scherox,,,BUG,STEEL,70,150,140,65,100,75,600,100,Technician,,,0,15,,,,2,,ja,,,,ja,,ja,0,,,,,1,ja,,,2,,,ja,,,,ja,,,,,,3,,,,,,,ja,,,,ja,,,ja,,,,,,72,139,139,273,ScizorMega,scizormega,"""","[""pokemon"",""scizormega""],",Mega-Scherox # 
428,Mega Lopunny,Mega-Schlapor,,,NORMAL,FIGHTING,65,136,94,54,96,135,580,"96,67",Scrappy,,,0,16,,,,2,,ja,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,ja,,,,,,,ja,,,,,,,,,126,205,247,405,LopunnyMega,lopunnymega,"""","[""pokemon"",""lopunnymega""],",Mega-Schlapor # 
65,Mega Alakazam,Mega-Simsala,,,PSYCHIC,- -,55,50,65,175,105,150,600,100,Trace,,,0,14,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,139,222,274,438,AlakazamMega,alakazammega,"""","[""pokemon"",""alakazammega""],",Mega-Simsala # 
214,Mega Heracross,Mega-Skaraborn,,,BUG,FIGHTING,80,185,115,40,105,75,600,100,Skill Link,,,0,13,,,,0,,,,,,,,,1,,ja,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,ja,,,,,,72,139,139,273,HeracrossMega,heracrossmega,"""","[""pokemon"",""heracrossmega""],",Mega-Skaraborn # 
208,Mega Steelix,Mega-Stahlos,,,GROUND,STEEL,75,125,230,55,95,30,610,"101,67",Sand Force,,,-60,6,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,SteelixMega,steelixmega,"""","[""pokemon"",""steelixmega""],",Mega-Stahlos # 
306,Mega Aggron,Mega-Stolloss,,,STEEL,- -,70,140,230,60,80,50,630,105,Filter,,,-40,11,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,AggronMega,aggronmega,"""","[""pokemon"",""aggronmega""],",Mega-Stolloss # 
260,Mega Swampert,Mega-Sumpex,,,WATER,GROUND,100,150,110,95,110,70,635,"105,83",Swift Swim,,,0,13,,,,1,,,ja,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,67,134,130,262,SwampertMega,swampertmega,"""","[""pokemon"",""swampertmega""],",Mega-Sumpex # 
18,Mega Pidgeot,Mega-Tauboss,,,NORMAL,FLYING,83,80,80,135,80,121,579,"96,5",No Guard,,,-40,12,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,113,190,222,375,PidgeotMega,pidgeotmega,"""","[""pokemon"",""pidgeotmega""],",Mega-Tauboss # 
319,Mega Sharpedo,Mega-Tohaido,,,WATER,DARK,70,140,70,110,65,105,560,"93,33",Strong Jaw,,,0,14,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,99,172,193,339,SharpedoMega,sharpedomega,"""","[""pokemon"",""sharpedomega""],",Mega-Tohaido # 
9,Mega Blastoise,Mega-Turtok,,,WATER,- -,79,103,120,135,115,78,630,105,Mega Launcher,,,-40,13,,,,1,,,ja,,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,2,,,,ja,,,,ja,,,,,,,,,,,,74,143,144,280,BlastoiseMega,blastoisemega,"""","[""pokemon"",""blastoisemega""],",Mega-Turtok # 
310,Mega Manectric,Mega-Voltenso,,,ELECTRIC,- -,70,75,80,135,80,135,575,"95,83",Intimidate,,,-40,12,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,126,205,247,405,ManectricMega,manectricmega,"""","[""pokemon"",""manectricmega""],",Mega-Voltenso # 
302,Mega Sableye,Mega-Zobiris,,,DARK,GHOST,50,85,125,85,115,20,480,80,Magic Bounce,,,0,12,,,,0,,,,,,,,,0,,,,,0,,,,2,,ja,,,,ja,,,,,,,3,,,ja,ja,,,,,,ja,,,,,,,,,,22,79,40,152,SableyeMega,sableyemega,"""","[""pokemon"",""sableyemega""],",Mega-Zobiris # 
606,Beheeyem,Megalon,,,PSYCHIC,- -,75,75,75,125,95,40,485,"80,83",Telepathy,Synchronize,Analytic,40,3,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Beheeyem,beheeyem,"""","[""pokemon"",""beheeyem""],",Megalon # 
154,Meganium,Meganie,,,GRASS,- -,80,82,100,83,100,80,525,"87,5",Overgrow,,Leaf Guard,40,2,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,Meganium,meganium,"""","[""pokemon"",""meganium""],",Meganie # 
821,Rookidee,Meikro,,,FLYING,- -,38,47,35,33,35,57,245,"40,83",Keen Eye,Unnerve,Big Pecks,,,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,55,119,107,234,Rookidee,rookidee,"""","[""pokemon"",""rookidee""],",Meikro # 
534,Conkeldurr,Meistagrif,,,FIGHTING,- -,105,140,95,55,65,45,505,"84,17",Guts,Sheer Force,Iron Fist,120,13,,,,0,,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,,,,ja,,,,,,,,,,,,,,45,106,85,207,Conkeldurr,conkeldurr,"""","[""pokemon"",""conkeldurr""],",Meistagrif # 
809,Melmetal,Melmetal,,,STEEL,- -,135,143,143,80,65,34,600,100,Iron Fist,,,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,35,94,65,183,Melmetal,melmetal,"""","[""pokemon"",""melmetal""],",Melmetal # 
648,Meloetta,Meloetta,,,NORMAL,PSYCHIC,100,77,77,128,128,90,600,100,Serene Grace,,,100,11,,,,1,,ja,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,85,156,166,306,Meloetta,meloetta,"""","[""pokemon"",""meloetta""],",Meloetta # 
648,Meloetta-Pirouette,Meloetta-Tanz,,,NORMAL,FIGHTING,100,128,90,77,77,128,600,100,Serene Grace,,,BANNED,BANNED,,,,1,,ja,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,119,198,234,390,MeloettaPirouette,meloettapirouette,"""","[""pokemon"",""meloettapirouette""],",Meloetta-Tanz # 
808,Meltan,Meltan,,,STEEL,- -,46,65,65,55,35,34,300,50,Magnet Pull,,,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,35,94,65,183,Meltan,meltan,"""","[""pokemon"",""meltan""],",Meltan # 
816,Sobble,Memmeon,,,WATER,- -,50,40,40,70,40,70,310,"51,67",Torrent,,Sniper,,,,,,2,,ja,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,ja,,,,,ja,ja,,,,,,,,,,,67,134,130,262,Sobble,sobble,"""","[""pokemon"",""sobble""],",Memmeon # 
56,Mankey,Menki,,,FIGHTING,- -,40,80,35,35,45,70,305,"50,83",Vital Spirit,Anger Point,Defiant,40,1,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,ja,,,,,,67,134,130,262,Mankey,mankey,"""","[""pokemon"",""mankey""],",Menki # 
376,Metagross,Metagross,,,STEEL,PSYCHIC,80,135,130,95,90,70,600,100,Clear Body,,Light Metal,100,11,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,ja,,,,,,,,,,,,,67,134,130,262,Metagross,metagross,"""","[""pokemon"",""metagross""],",Metagross # 
375,Metang,Metang,,,STEEL,PSYCHIC,60,75,100,55,80,50,420,70,Clear Body,,Light Metal,40,2,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,ja,,,,,,,,,,,,,49,112,94,218,Metang,metang,"""","[""pokemon"",""metang""],",Metang # 
774,Minior,Meteno,,,ROCK,FLYING,60,60,100,60,100,60,440,"73,33",Shields Down,,,60,8,,,,1,,ja,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Minior,minior,"""","[""pokemon"",""minior""],",Meteno # 
774,Minior-Core,Meteno-Kern,,,ROCK,FLYING,60,100,60,100,60,120,500,"83,33",Shields Down,,,BANNED,BANNED,,,,1,,ja,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,112,189,220,372,MiniorCore,miniorcore,"""","[""pokemon"",""miniorcore""],",Meteno-Kern # 
151,Mew,Mew,,,PSYCHIC,- -,100,100,100,100,100,100,600,100,Synchronize,,,180,17,,,,5,ja,ja,ja,ja,,ja,ja,ja,3,ja,ja,ja,,1,ja,,,3,,,ja,ja,,,,,,,,ja,3,,,ja,ja,,,,,,,,,,ja,,,,,,94,167,184,328,Mew,mew,"""","[""pokemon"",""mew""],",Mew # 
150,Mewtwo,Mewtu,,,PSYCHIC,- -,106,110,90,154,90,130,680,"113,33",Pressure,,Unnerve,BANNED,BANNED,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,121,200,238,394,Mewtwo,mewtwo,"""","[""pokemon"",""mewtwo""],",Mewtu # 
726,Torracat,Miezunder,,,FIRE,- -,65,85,50,80,50,90,420,70,Blaze,,Intimidate,40,3,,,,2,,ja,,,ja,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,85,156,166,306,Torracat,torracat,"""","[""pokemon"",""torracat""],",Miezunder # 
350,Milotic,Milotic,,,WATER,- -,95,60,79,100,125,81,540,90,Marvel Scale,Competitive,Cute Charm,120,12,,,,1,,,ja,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,77,146,150,287,Milotic,milotic,"""","[""pokemon"",""milotic""],",Milotic # 
241,Miltank,Miltank,,,NORMAL,- -,95,80,105,40,70,100,490,"81,67",Thick Fat,Scrappy,Sap Sipper,60,8,,,,0,,,,,,,,,1,ja,,,,0,,,,1,,,,,,,,,,ja,,,0,,,,,,,,,,,,,,,,,,,,94,167,184,328,Miltank,miltank,"""","[""pokemon"",""miltank""],",Miltank # 
610,Axew,Milza,,,DRAGON,- -,46,87,60,30,40,57,320,"53,33",Rivalry,Mold Breaker,Unnerve,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,ja,,,,,,,,,,,,,,,,,,55,119,107,234,Axew,axew,"""","[""pokemon"",""axew""],",Milza # 
778,Mimikyu,Mimigma,,,GHOST,FAIRY,55,90,80,50,105,96,476,"79,33",Disguise,,,180,13,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,ja,,,,,,,,,,90,162,177,320,Mimikyu,mimikyu,"""","[""pokemon"",""mimikyu""],",Mimigma # 
782,Jangmo-o,Miniras,,,DRAGON,- -,45,55,65,45,45,45,300,50,Bulletproof,Soundproof,Overcoat,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Jangmoo,jangmoo,"""","[""pokemon"",""jangmoo""],",Miniras # 
312,Minun,Minun,,,ELECTRIC,- -,60,40,50,75,85,95,405,"67,5",Minus,,Volt Absorb,40,1,,,,2,ja,,,,,ja,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,90,161,175,317,Minun,minun,"""","[""pokemon"",""minun""],",Minun # 
578,Duosion,Mitodos,,,PSYCHIC,- -,65,40,50,125,60,30,370,"61,67",Overcoat,Magic Guard,Regenerator,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Duosion,duosion,"""","[""pokemon"",""duosion""],",Mitodos # 
438,Bonsly,Mobai,,,ROCK,- -,50,80,95,10,45,10,290,"48,33",Sturdy,Rock Head,Rattled,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,13,68,22,130,Bonsly,bonsly,"""","[""pokemon"",""bonsly""],",Mobai # 
185,Sudowoodo,Mogelbaum,,,ROCK,- -,70,100,115,30,65,30,410,"68,33",Sturdy,Rock Head,Rattled,40,2,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,31,90,58,174,Sudowoodo,sudowoodo,"""","[""pokemon"",""sudowoodo""],",Mogelbaum # 
574,Gothita,Mollimorba,,,PSYCHIC,- -,45,30,50,55,65,45,290,"48,33",Frisk,Competitive,Shadow Tag,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,45,106,85,207,Gothita,gothita,"""","[""pokemon"",""gothita""],",Mollimorba # 
757,Salandit,Molunk,,,POISON,FIRE,48,44,40,71,40,77,320,"53,33",Corrosion,,Oblivious,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,73,141,143,278,Salandit,salandit,"""","[""pokemon"",""salandit""],",Molunk # 
697,Tyrantrum,Monargoras,,,ROCK,DRAGON,82,121,119,69,59,71,521,"86,83",Strong Jaw,,Rock Head,100,9,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,68,135,132,265,Tyrantrum,tyrantrum,"""","[""pokemon"",""tyrantrum""],",Monargoras # 
577,Solosis,Monozyto,,,PSYCHIC,- -,45,30,40,105,50,20,290,"48,33",Overcoat,Magic Guard,Regenerator,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Solosis,solosis,"""","[""pokemon"",""solosis""],",Monozyto # 
839,Coalossal,Montecarbo,,,ROCK,FIRE,110,80,120,80,90,30,510,85,Steam Engine,Flame Body,Flash Fire,,,,,,0,,,,,,,,,2,ja,ja,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Coalossal,coalossal,"""","[""pokemon"",""coalossal""],",Montecarbo # 
259,Marshtomp,Moorabbel,,,WATER,GROUND,70,85,70,60,70,50,405,"67,5",Torrent,,Damp,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Marshtomp,marshtomp,"""","[""pokemon"",""marshtomp""],",Moorabbel # 
576,Gothitelle,Morbitesse,,,PSYCHIC,- -,70,55,95,95,110,65,490,"81,67",Frisk,Competitive,Shadow Tag,40,7,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,63,128,121,251,Gothitelle,gothitelle,"""","[""pokemon"",""gothitelle""],",Morbitesse # 
195,Quagsire,Morlord,,,WATER,GROUND,95,85,85,65,65,35,430,"71,67",Damp,Water Absorb,Unaware,40,4,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,95,67,185,Quagsire,quagsire,"""","[""pokemon"",""quagsire""],",Morlord # 
877,Morpeko,Morpeko,,,DARK,ELECTRIC,58,95,58,70,58,97,436,"72,67",Hunger Switch,,,,,,,,2,ja,,,,ja,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,2,,,,ja,,,,,,,ja,,,,,,,,,91,163,179,322,Morpeko,morpeko,"""","[""pokemon"",""morpeko""],",Morpeko # 
855,Polteageist,Mortipot,,,GHOST,- -,60,65,65,134,114,70,508,"84,67",Weak Armor,,Cursed Body,,,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,67,134,130,262,Polteageist,polteageist,"""","[""pokemon"",""polteageist""],",Mortipot # 
781,Dhelmise,Moruda,,,GHOST,GRASS,70,131,100,86,90,40,517,"86,17",Steelworker,,,60,10,,,,0,,,,,,,,,0,,,,,1,,ja,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Dhelmise,dhelmise,"""","[""pokemon"",""dhelmise""],",Moruda # 
414,Mothim,Moterpel,,,BUG,FLYING,70,94,50,94,50,66,424,"70,67",Swarm,,Tinted Lens,40,1,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,129,123,254,Mothim,mothim,"""","[""pokemon"",""mothim""],",Moterpel # 
873,Frosmoth,Mottineva,,,ICE,BUG,70,65,60,125,90,65,475,"79,17",Shield Dust,,Ice Scales,,,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,128,121,251,Frosmoth,frosmoth,"""","[""pokemon"",""frosmoth""],",Mottineva # 
288,Vigoroth,Muntier,,,NORMAL,- -,80,80,80,55,55,90,440,"73,33",Vital Spirit,,,40,2,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,,ja,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,85,156,166,306,Vigoroth,vigoroth,"""","[""pokemon"",""vigoroth""],",Muntier # 
805,Stakataka,Muramura,,,ROCK,STEEL,61,131,211,53,101,13,570,95,Beast Boost,,,120,10,,,,0,,,,,,,ja,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,16,71,27,137,Stakataka,stakataka,"""","[""pokemon"",""stakataka""],",Muramura # 
90,Shellder,Muschas,,,WATER,- -,30,65,100,45,25,40,305,"50,83",Shell Armor,Skill Link,Overcoat,40,1,,,,1,,,,ja,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,40,101,76,196,Shellder,shellder,"""","[""pokemon"",""shellder""],",Muschas # 
43,Oddish,Myrapla,,,POISON,FLYING,45,50,55,75,65,30,320,"53,33",Chlorophyll,,Run Away,40,1,,,,0,,,,,,,,,0,,,,,0,,,,2,,,,ja,,ja,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Oddish,oddish,"""","[""pokemon"",""oddish""],",Myrapla # 
197,Umbreon,Nachtara,,,DARK,- -,95,65,110,60,130,65,525,"87,5",Synchronize,,Inner Focus,100,8,,,,1,,,,,,ja,,,0,,,,,0,,,,2,ja,,,,,ja,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,63,128,121,251,Umbreon,umbreon,"""","[""pokemon"",""umbreon""],",Nachtara # 
504,Patrat,Nagelotz,,,NORMAL,- -,45,55,39,35,39,42,255,"42,5",Run Away,Keen Eye,Analytic,40,1,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,42,103,80,201,Patrat,patrat,"""","[""pokemon"",""patrat""],",Nagelotz # 
299,Nosepass,Nasgnet,,,ROCK,- -,30,45,135,45,90,30,375,"62,5",Sturdy,Magnet Pull,Sand Force,40,1,,,,1,ja,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Nosepass,nosepass,"""","[""pokemon"",""nosepass""],",Nasgnet # 
177,Natu,Natu,,,PSYCHIC,FLYING,40,50,45,70,45,70,320,"53,33",Synchronize,Early Bird,Magic Bounce,40,1,,,,3,,ja,,ja,,ja,ja,ja,0,,,,,0,,,,2,ja,,ja,,,,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,67,134,130,262,Natu,natu,"""","[""pokemon"",""natu""],",Natu # 
520,Tranquill,Navitaub,,,NORMAL,FLYING,62,77,62,50,42,65,358,"59,67",Big Pecks,Super Luck,Rivalry,40,1,,,,1,,ja,,,,,,,0,,,,,1,ja,,,3,ja,,ja,,,,ja,,,,,,1,,,,,,,,,,,ja,,,,,,,,,63,128,121,251,Tranquill,tranquill,"""","[""pokemon"",""tranquill""],",Navitaub # 
92,Gastly,Nebulak,,,GHOST,POISON,30,35,30,100,35,80,310,"51,67",Levitate,,,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,76,145,148,284,Gastly,gastly,"""","[""pokemon"",""gastly""],",Nebulak # 
800,Necrozma,Necrozma,,,PSYCHIC,- -,97,107,101,127,89,79,600,100,Prism Armor,,,120,13,,,,0,,,,,,,ja,,1,ja,,,,0,,,,2,,,,,,ja,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,75,144,146,282,Necrozma,necrozma,"""","[""pokemon"",""necrozma""],",Necrozma # 
800,Necrozma-DuskMane,Necrozma-Abendmähne,,,PSYCHIC,STEEL,97,157,127,113,109,77,680,"113,33",Prism Armor,,,BANNED,BANNED,,,,0,,,,,,,ja,,1,ja,,,,0,,,,2,,,,,,ja,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,73,141,143,278,NecrozmaDuskMane,necrozmaduskmane,"""","[""pokemon"",""necrozmaduskmane""],",Necrozma-Abendmähne # 
800,Necrozma-DawnWings,Necrozma-Morgenschwingen,,,PSYCHIC,GHOST,97,113,109,157,127,77,680,"113,33",Prism Armor,,,BANNED,BANNED,,,,0,,,,,,,ja,,1,ja,,,,0,,,,2,,,,,,ja,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,73,141,143,278,NecrozmaDawnWings,necrozmadawnwings,"""","[""pokemon"",""necrozmadawnwings""],",Necrozma-Morgenschwingen # 
800,Necrozma-Ultra,Necrozma-Ultra,,,PSYCHIC,DRAGON,97,167,97,167,97,129,754,"125,67",Neuroforce,,,BANNED,BANNED,,,,0,,,,,,,ja,,1,ja,,,,0,,,,2,,,,,,ja,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,120,199,236,392,NecrozmaUltra,necrozmaultra,"""","[""pokemon"",""necrozmaultra""],",Necrozma-Ultra # 
34,Nidoking,Nidoking,,,POISON,GROUND,81,102,77,85,75,85,505,"84,17",Poison Point,Rivalry,Sheer Force,100,12,,,,0,,,,,,,,,2,ja,,ja,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,150,157,295,Nidoking,nidoking,"""","[""pokemon"",""nidoking""],",Nidoking # 
